Tool_Wear,Depth_of_Cut_ap,Cutting_Speed_vc,Feed_Rate_f,Surface_Roughness_Ra,Fx,Fy,Fz,F
0.0,0.5,350,0.11,1.09,148.5,75.7,74.01,182.3738471
0.0,0.5,350,0.11,1.12,148.5,75.7,74.01,182.3738471
0.0,0.5,350,0.11,1.101,148.5,75.7,74.01,182.3738471
0.0,0.5,350,0.11,1.108,148.5,75.7,74.01,182.3738471
0.0,0.5,350,0.11,1.124,148.5,75.7,74.01,182.3738471
0.0,0.5,350,0.09,0.954,125.1,65.95,67.73,156.8016754
0.0,0.5,350,0.09,0.844,125.1,65.95,67.73,156.8016754
0.0,0.5,350,0.09,0.793,125.1,65.95,67.73,156.8016754
0.0,0.5,350,0.09,0.793,125.1,65.95,67.73,156.8016754
0.0,0.5,350,0.09,0.76,125.1,65.95,67.73,156.8016754
0.0,0.5,350,0.09,0.937,125.1,65.95,67.73,156.8016754
0.0,0.5,350,0.11,0.987,153.3,74.33,73.5,185.5480771
0.0,0.5,350,0.11,0.965,153.3,74.33,73.5,185.5480771
0.0,0.5,350,0.11,1.232,153.3,74.33,73.5,185.5480771
0.0,0.5,350,0.11,1.206,153.3,74.33,73.5,185.5480771
0.0,0.5,350,0.11,1.035,153.3,74.33,73.5,185.5480771
0.0,0.5,350,0.11,1.114,153.3,74.33,73.5,185.5480771
0.0,0.5,350,0.07,0.486,104.3,55.74,60.61,132.8872067
0.0,0.5,350,0.07,0.435,104.3,55.74,60.61,132.8872067
0.0,0.5,350,0.07,0.463,104.3,55.74,60.61,132.8872067
0.0,0.5,350,0.07,0.464,104.3,55.74,60.61,132.8872067
0.0,0.5,350,0.07,0.463,104.3,55.74,60.61,132.8872067
0.0,0.5,350,0.07,0.456,104.3,55.74,60.61,132.8872067
0.0,0.5,350,0.09,0.62,128.2,64.97,65.88,158.102863
0.0,0.5,350,0.09,0.62,128.2,64.97,65.88,158.102863
0.0,0.5,350,0.09,0.612,128.2,64.97,65.88,158.102863
0.0,0.5,350,0.09,0.693,128.2,64.97,65.88,158.102863
0.0,0.5,350,0.09,0.613,128.2,64.97,65.88,158.102863
0.0,0.5,350,0.09,0.609,128.2,64.97,65.88,158.102863
0.0,0.5,350,0.13,1.03,174.1,84.62,76.44,208.1211859
0.0,0.5,350,0.13,1.026,174.1,84.62,76.44,208.1211859
0.0,0.5,350,0.13,1.026,174.1,84.62,76.44,208.1211859
0.0,0.5,350,0.13,1.062,174.1,84.62,76.44,208.1211859
0.0,0.5,350,0.13,1.005,174.1,84.62,76.44,208.1211859
0.0,0.5,350,0.13,0.996,174.1,84.62,76.44,208.1211859
0.0,0.5,350,0.07,0.358,111.5,55.01,62.36,139.093924
0.0,0.5,350,0.07,0.349,111.5,55.01,62.36,139.093924
0.0,0.5,350,0.07,0.351,111.5,55.01,62.36,139.093924
0.0,0.5,350,0.07,0.347,111.5,55.01,62.36,139.093924
0.0,0.5,350,0.07,0.327,111.5,55.01,62.36,139.093924
0.0,0.5,350,0.07,0.346,111.5,55.01,62.36,139.093924
0.1,0.25,350,0.11,0.421,105.6,117.5,51.42,166.1373721
0.1,0.25,350,0.11,0.431,105.6,117.5,51.42,166.1373721
0.1,0.25,350,0.11,0.439,105.6,117.5,51.42,166.1373721
0.1,0.25,350,0.11,0.396,105.6,117.5,51.42,166.1373721
0.1,0.25,350,0.11,0.44,105.6,117.5,51.42,166.1373721
0.1,0.25,350,0.11,0.452,105.6,117.5,51.42,166.1373721
0.1,0.25,350,0.11,0.428,106.8,114.0,52.58,164.8238344
0.1,0.25,350,0.11,0.443,106.8,114.0,52.58,164.8238344
0.1,0.25,350,0.11,0.431,106.8,114.0,52.58,164.8238344
0.1,0.25,350,0.11,0.422,106.8,114.0,52.58,164.8238344
0.1,0.25,350,0.11,0.473,106.8,114.0,52.58,164.8238344
0.1,0.25,350,0.11,0.427,106.8,114.0,52.58,164.8238344
0.1,0.25,350,0.07,0.535,74.01,81.01,39.07,116.4755987
0.1,0.25,350,0.07,0.556,74.01,81.01,39.07,116.4755987
0.1,0.25,350,0.07,0.54,74.01,81.01,39.07,116.4755987
0.1,0.25,350,0.07,0.444,74.01,81.01,39.07,116.4755987
0.1,0.25,350,0.07,0.455,74.01,81.01,39.07,116.4755987
0.1,0.25,350,0.07,0.421,74.01,81.01,39.07,116.4755987
0.1,0.25,350,0.13,0.599,117.9,107.7,48.52,166.8948483
0.1,0.25,350,0.13,0.668,117.9,107.7,48.52,166.8948483
0.1,0.25,350,0.13,0.62,117.9,107.7,48.52,166.8948483
0.1,0.25,350,0.13,0.631,117.9,107.7,48.52,166.8948483
0.1,0.25,350,0.13,0.516,117.9,107.7,48.52,166.8948483
0.1,0.25,350,0.13,0.655,117.9,107.7,48.52,166.8948483
0.1,0.25,350,0.13,0.624,115.9,106.1,47.52,164.158979
0.1,0.25,350,0.13,0.571,115.9,106.1,47.52,164.158979
0.1,0.25,350,0.13,0.579,115.9,106.1,47.52,164.158979
0.1,0.25,350,0.13,0.58,115.9,106.1,47.52,164.158979
0.1,0.25,350,0.13,0.58,115.9,106.1,47.52,164.158979
0.1,0.25,350,0.13,0.589,115.9,106.1,47.52,164.158979
0.1,0.25,350,0.09,0.384,84.33,83.26,39.29,124.8498322
0.1,0.25,350,0.09,0.397,84.33,83.26,39.29,124.8498322
0.1,0.25,350,0.09,0.402,84.33,83.26,39.29,124.8498322
0.1,0.25,350,0.09,0.471,84.33,83.26,39.29,124.8498322
0.1,0.25,350,0.09,0.407,84.33,83.26,39.29,124.8498322
0.1,0.25,350,0.09,0.394,84.33,83.26,39.29,124.8498322
0.1,0.25,350,0.07,0.472,70.45,72.78,38.13,108.2313624
0.1,0.25,350,0.07,0.476,70.45,72.78,38.13,108.2313624
0.1,0.25,350,0.07,0.466,70.45,72.78,38.13,108.2313624
0.1,0.25,350,0.07,0.475,70.45,72.78,38.13,108.2313624
0.1,0.25,350,0.07,0.479,70.45,72.78,38.13,108.2313624
0.1,0.25,350,0.07,0.476,70.45,72.78,38.13,108.2313624
0.1,0.25,350,0.09,0.445,84.6,81.94,39.65,124.2716625
0.1,0.25,350,0.09,0.444,84.6,81.94,39.65,124.2716625
0.1,0.25,350,0.09,0.465,84.6,81.94,39.65,124.2716625
0.1,0.25,350,0.09,0.467,84.6,81.94,39.65,124.2716625
0.1,0.25,350,0.09,0.45,84.6,81.94,39.65,124.2716625
0.1,0.25,350,0.09,0.466,84.6,81.94,39.65,124.2716625
0.1,0.5,350,0.09,0.802,145.1,110.1,88.58,202.5399625
0.1,0.5,350,0.09,0.742,145.1,110.1,88.58,202.5399625
0.1,0.5,350,0.09,0.682,145.1,110.1,88.58,202.5399625
0.1,0.5,350,0.09,0.653,145.1,110.1,88.58,202.5399625
0.1,0.5,350,0.09,0.648,145.1,110.1,88.58,202.5399625
0.1,0.5,350,0.09,0.705,145.1,110.1,88.58,202.5399625
0.1,0.5,350,0.07,0.58,117.9,89.53,75.31,166.0952347
0.1,0.5,350,0.07,0.547,117.9,89.53,75.31,166.0952347
0.1,0.5,350,0.07,0.612,117.9,89.53,75.31,166.0952347
0.1,0.5,350,0.07,0.697,117.9,89.53,75.31,166.0952347
0.1,0.5,350,0.07,0.645,117.9,89.53,75.31,166.0952347
0.1,0.5,350,0.07,0.527,117.9,89.53,75.31,166.0952347
0.1,0.5,350,0.13,0.852,181.3,121.6,89.72,236.0210338
0.1,0.5,350,0.13,0.922,181.3,121.6,89.72,236.0210338
0.1,0.5,350,0.13,0.949,181.3,121.6,89.72,236.0210338
0.1,0.5,350,0.13,0.945,181.3,121.6,89.72,236.0210338
0.1,0.5,350,0.13,0.904,181.3,121.6,89.72,236.0210338
0.1,0.5,350,0.13,0.943,181.3,121.6,89.72,236.0210338
0.1,0.5,350,0.13,0.866,185.2,117.6,91.08,237.5381367
0.1,0.5,350,0.13,0.817,185.2,117.6,91.08,237.5381367
0.1,0.5,350,0.13,0.82,185.2,117.6,91.08,237.5381367
0.1,0.5,350,0.13,0.797,185.2,117.6,91.08,237.5381367
0.1,0.5,350,0.13,0.813,185.2,117.6,91.08,237.5381367
0.1,0.5,350,0.13,0.785,185.2,117.6,91.08,237.5381367
0.1,0.5,350,0.11,0.697,162.2,105.2,86.88,211.9528589
0.1,0.5,350,0.11,0.694,162.2,105.2,86.88,211.9528589
0.1,0.5,350,0.11,0.696,162.2,105.2,86.88,211.9528589
0.1,0.5,350,0.11,0.702,162.2,105.2,86.88,211.9528589
0.1,0.5,350,0.11,0.694,162.2,105.2,86.88,211.9528589
0.1,0.5,350,0.11,0.701,162.2,105.2,86.88,211.9528589
0.1,0.5,350,0.07,0.625,114.3,79.79,73.01,157.3575362
0.1,0.5,350,0.07,0.604,114.3,79.79,73.01,157.3575362
0.1,0.5,350,0.07,0.619,114.3,79.79,73.01,157.3575362
0.1,0.5,350,0.07,0.616,114.3,79.79,73.01,157.3575362
0.1,0.5,350,0.07,0.605,114.3,79.79,73.01,157.3575362
0.1,0.5,350,0.07,0.651,114.3,79.79,73.01,157.3575362
0.1,0.5,350,0.09,0.672,137.8,89.44,79.55,182.5282337
0.1,0.5,350,0.09,0.673,137.8,89.44,79.55,182.5282337
0.1,0.5,350,0.09,0.667,137.8,89.44,79.55,182.5282337
0.1,0.5,350,0.09,0.676,137.8,89.44,79.55,182.5282337
0.1,0.5,350,0.09,0.684,137.8,89.44,79.55,182.5282337
0.1,0.5,350,0.09,0.672,137.8,89.44,79.55,182.5282337
0.1,0.5,350,0.11,0.768,161.3,100.5,84.26,207.8886423
0.1,0.5,350,0.11,0.736,161.3,100.5,84.26,207.8886423
0.1,0.5,350,0.11,0.737,161.3,100.5,84.26,207.8886423
0.1,0.5,350,0.11,0.77,161.3,100.5,84.26,207.8886423
0.1,0.5,350,0.11,0.745,161.3,100.5,84.26,207.8886423
0.1,0.5,350,0.11,0.757,161.3,100.5,84.26,207.8886423
0.3,0.25,350,0.07,0.46,95.69,201.9,101.2,245.2786703
0.3,0.25,350,0.07,0.509,95.69,201.9,101.2,245.2786703
0.3,0.25,350,0.07,0.434,95.69,201.9,101.2,245.2786703
0.3,0.25,350,0.07,0.524,95.69,201.9,101.2,245.2786703
0.3,0.25,350,0.07,0.539,95.69,201.9,101.2,245.2786703
0.3,0.25,350,0.07,0.573,95.69,201.9,101.2,245.2786703
0.3,0.25,350,0.09,0.65,107.0,193.4,93.72,240.074985
0.3,0.25,350,0.09,0.633,107.0,193.4,93.72,240.074985
0.3,0.25,350,0.09,0.68,107.0,193.4,93.72,240.074985
0.3,0.25,350,0.09,0.704,107.0,193.4,93.72,240.074985
0.3,0.25,350,0.09,0.634,107.0,193.4,93.72,240.074985
0.3,0.25,350,0.09,0.613,107.0,193.4,93.72,240.074985
0.3,0.25,350,0.07,0.522,94.42,190.1,93.19,231.8135512
0.3,0.25,350,0.07,0.617,94.42,190.1,93.19,231.8135512
0.3,0.25,350,0.07,0.65,94.42,190.1,93.19,231.8135512
0.3,0.25,350,0.07,0.647,94.42,190.1,93.19,231.8135512
0.3,0.25,350,0.07,0.695,94.42,190.1,93.19,231.8135512
0.3,0.25,350,0.07,0.734,94.42,190.1,93.19,231.8135512
0.3,0.25,350,0.13,0.998,128.6,191.0,90.33,247.3428166
0.3,0.25,350,0.13,0.956,128.6,191.0,90.33,247.3428166
0.3,0.25,350,0.13,0.992,128.6,191.0,90.33,247.3428166
0.3,0.25,350,0.13,0.99,128.6,191.0,90.33,247.3428166
0.3,0.25,350,0.13,0.987,128.6,191.0,90.33,247.3428166
0.3,0.25,350,0.13,0.94,128.6,191.0,90.33,247.3428166
0.3,0.25,350,0.11,0.649,117.5,187.5,90.15,238.9341384
0.3,0.25,350,0.11,0.649,117.5,187.5,90.15,238.9341384
0.3,0.25,350,0.11,0.634,117.5,187.5,90.15,238.9341384
0.3,0.25,350,0.11,0.623,117.5,187.5,90.15,238.9341384
0.3,0.25,350,0.11,0.667,117.5,187.5,90.15,238.9341384
0.3,0.25,350,0.11,0.708,117.5,187.5,90.15,238.9341384
0.3,0.25,350,0.11,0.604,117.5,182.8,87.15,234.1307594
0.3,0.25,350,0.11,0.564,117.5,182.8,87.15,234.1307594
0.3,0.25,350,0.11,0.58,117.5,182.8,87.15,234.1307594
0.3,0.25,350,0.11,0.606,117.5,182.8,87.15,234.1307594
0.3,0.25,350,0.11,0.583,117.5,182.8,87.15,234.1307594
0.3,0.25,350,0.11,0.58,117.5,182.8,87.15,234.1307594
0.3,0.25,350,0.09,0.458,106.6,173.0,85.26,220.3674831
0.3,0.25,350,0.09,0.466,106.6,173.0,85.26,220.3674831
0.3,0.25,350,0.09,0.468,106.6,173.0,85.26,220.3674831
0.3,0.25,350,0.09,0.476,106.6,173.0,85.26,220.3674831
0.3,0.25,350,0.09,0.484,106.6,173.0,85.26,220.3674831
0.3,0.25,350,0.09,0.473,106.6,173.0,85.26,220.3674831
0.3,0.25,350,0.13,0.838,127.8,181.1,88.08,238.5123401
0.3,0.25,350,0.13,0.824,127.8,181.1,88.08,238.5123401
0.3,0.25,350,0.13,0.854,127.8,181.1,88.08,238.5123401
0.3,0.25,350,0.13,0.776,127.8,181.1,88.08,238.5123401
0.3,0.25,350,0.13,0.767,127.8,181.1,88.08,238.5123401
0.3,0.25,350,0.13,0.814,127.8,181.1,88.08,238.5123401
0.3,0.5,350,0.11,0.66,213.5,243.7,206.6,384.2596778
0.3,0.5,350,0.11,0.663,213.5,243.7,206.6,384.2596778
0.3,0.5,350,0.11,0.646,213.5,243.7,206.6,384.2596778
0.3,0.5,350,0.11,0.587,213.5,243.7,206.6,384.2596778
0.3,0.5,350,0.11,0.667,213.5,243.7,206.6,384.2596778
0.3,0.5,350,0.11,0.575,213.5,243.7,206.6,384.2596778
0.3,0.5,350,0.07,0.423,170.1,224.2,198.1,344.1558659
0.3,0.5,350,0.07,0.458,170.1,224.2,198.1,344.1558659
0.3,0.5,350,0.07,0.42,170.1,224.2,198.1,344.1558659
0.3,0.5,350,0.07,0.429,170.1,224.2,198.1,344.1558659
0.3,0.5,350,0.07,0.448,170.1,224.2,198.1,344.1558659
0.3,0.5,350,0.07,0.367,170.1,224.2,198.1,344.1558659
0.3,0.5,350,0.13,0.937,230.0,232.0,189.2,377.5190591
0.3,0.5,350,0.13,0.895,230.0,232.0,189.2,377.5190591
0.3,0.5,350,0.13,0.89,230.0,232.0,189.2,377.5190591
0.3,0.5,350,0.13,0.909,230.0,232.0,189.2,377.5190591
0.3,0.5,350,0.13,0.837,230.0,232.0,189.2,377.5190591
0.3,0.5,350,0.13,0.904,230.0,232.0,189.2,377.5190591
0.3,0.5,350,0.09,0.472,195.0,229.7,190.6,356.5325371
0.3,0.5,350,0.09,0.495,195.0,229.7,190.6,356.5325371
0.3,0.5,350,0.09,0.496,195.0,229.7,190.6,356.5325371
0.3,0.5,350,0.09,0.495,195.0,229.7,190.6,356.5325371
0.3,0.5,350,0.09,0.455,195.0,229.7,190.6,356.5325371
0.3,0.5,350,0.09,0.489,195.0,229.7,190.6,356.5325371
0.3,0.5,350,0.07,0.52,168.7,217.0,179.0,328.0086737
0.3,0.5,350,0.07,0.497,168.7,217.0,179.0,328.0086737
0.3,0.5,350,0.07,0.514,168.7,217.0,179.0,328.0086737
0.3,0.5,350,0.07,0.508,168.7,217.0,179.0,328.0086737
0.3,0.5,350,0.07,0.533,168.7,217.0,179.0,328.0086737
0.3,0.5,350,0.07,0.466,168.7,217.0,179.0,328.0086737
0.3,0.5,350,0.11,0.737,209.9,226.3,178.9,356.7560932
0.3,0.5,350,0.11,0.714,209.9,226.3,178.9,356.7560932
0.3,0.5,350,0.11,0.737,209.9,226.3,178.9,356.7560932
0.3,0.5,350,0.11,0.736,209.9,226.3,178.9,356.7560932
0.3,0.5,350,0.11,0.726,209.9,226.3,178.9,356.7560932
0.3,0.5,350,0.11,0.74,209.9,226.3,178.9,356.7560932
0.3,0.5,350,0.13,0.846,228.3,221.4,172.0,361.5561505
0.3,0.5,350,0.13,0.83,228.3,221.4,172.0,361.5561505
0.3,0.5,350,0.13,0.858,228.3,221.4,172.0,361.5561505
0.3,0.5,350,0.13,0.811,228.3,221.4,172.0,361.5561505
0.3,0.5,350,0.13,0.843,228.3,221.4,172.0,361.5561505
0.3,0.5,350,0.13,0.829,228.3,221.4,172.0,361.5561505
0.3,0.5,350,0.09,0.477,195.1,221.2,174.9,342.9044473
0.3,0.5,350,0.09,0.488,195.1,221.2,174.9,342.9044473
0.3,0.5,350,0.09,0.481,195.1,221.2,174.9,342.9044473
0.3,0.5,350,0.09,0.467,195.1,221.2,174.9,342.9044473
0.3,0.5,350,0.09,0.481,195.1,221.2,174.9,342.9044473
0.3,0.5,350,0.09,0.473,195.1,221.2,174.9,342.9044473
