Tool_Wear,Depth_of_Cut_ap,Cutting_Speed_vc,Feed_Rate_f,Surface_Roughness_Ra,Resultant Force
0.3,0.5,350,0.07,0.429,344.1558659
0.3,0.5,350,0.07,0.448,344.1558659
0.3,0.5,350,0.07,0.367,344.1558659
0.3,0.5,350,0.13,0.937,377.5190591
0.3,0.5,350,0.13,0.895,377.5190591
0.3,0.5,350,0.13,0.89,377.5190591
0.3,0.5,350,0.13,0.909,377.5190591
0.3,0.5,350,0.13,0.837,377.5190591
0.3,0.5,350,0.13,0.904,377.5190591
0.3,0.5,350,0.09,0.472,356.5325371
0.3,0.5,350,0.09,0.495,356.5325371
0.3,0.5,350,0.09,0.496,356.5325371
0.3,0.5,350,0.09,0.495,356.5325371
0.3,0.5,350,0.09,0.455,356.5325371
0.3,0.5,350,0.09,0.489,356.5325371
0.3,0.5,350,0.07,0.52,328.0086737
0.3,0.5,350,0.07,0.497,328.0086737
0.3,0.5,350,0.07,0.514,328.0086737
0.3,0.5,350,0.07,0.508,328.0086737
0.3,0.5,350,0.07,0.533,328.0086737
0.3,0.5,350,0.07,0.466,328.0086737
0.3,0.5,350,0.11,0.737,356.7560932
0.3,0.5,350,0.11,0.714,356.7560932
0.3,0.5,350,0.11,0.737,356.7560932
0.3,0.5,350,0.11,0.736,356.7560932
0.3,0.5,350,0.11,0.726,356.7560932
0.3,0.5,350,0.11,0.74,356.7560932
0.3,0.5,350,0.13,0.846,361.5561505
0.3,0.5,350,0.13,0.83,361.5561505
0.3,0.5,350,0.13,0.858,361.5561505
0.3,0.5,350,0.13,0.811,361.5561505
0.3,0.5,350,0.13,0.843,361.5561505
0.3,0.5,350,0.13,0.829,361.5561505
0.3,0.5,350,0.09,0.477,342.9044473
0.3,0.5,350,0.09,0.488,342.9044473
0.3,0.5,350,0.09,0.481,342.9044473
0.3,0.5,350,0.09,0.467,342.9044473
0.3,0.5,350,0.09,0.481,342.9044473
0.3,0.5,350,0.09,0.473,342.9044473
